claim_id,monto_fraude,MARCA_VEHICULO_te,lag_dias,PRIMA_MENSUAL_UF,PRODUCTO_te,ANIO_VEHICULO,CANTIDAD_HIJOS,fraude_bin
171,0,0.024096385542168676,3,0.581917808219178,0.03022508038585209,2016,1,0
177,0,0.05049088359046283,0,0.9686301369863012,0.03978422117329737,2018,2,0
181,9968,0.024096385542168676,6,0.7216438356164383,0.03022508038585209,2023,0,1
183,0,0.02888086642599278,0,0.3972640218878248,0.03937947494033413,2018,0,0
186,0,0.024096385542168676,1,0.8620383036935704,0.03937947494033413,2023,1,0
190,0,0.02022058823529412,0,0.8856164383561643,0.031151003167898626,2018,0,0
195,0,0.017064846416382253,0,1.1671232876712327,0.012345679012345678,2022,0,0
197,0,0.03003419277323237,3,1.1442622950819672,0.011505273250239693,2012,0,0
198,0,0.030034192771102752,44,0.0940245901639344,0.04307116104868914,2024,0,0
201,0,0.016853932584269662,0,0.5626027397260273,0.03163686382393398,2024,0,0
202,0,0.0392156862745098,1,0.8262295081967213,0.031151003167898626,2021,1,0
205,0,0.014124293785310734,2,0.6886456908344732,0.023809523809523808,2024,2,0
207,0,0.04411764705882353,0,0.4273972602739726,0.03022508038585209,2021,2,0
210,0,0.021897810218978103,6,0.5917920656634746,0.024242424242424242,2024,0,0
215,0,0.02888086642599278,2,0.701917808219178,0.031151003167898626,2023,1,0
218,0,0.015228426395939087,1,0.906967213114754,0.023809523809523808,2019,2,0
220,0,0.05049088359046283,0,0.7072602739726027,0.03022508038585209,2022,0,0
222,0,0.04375,0,0.7046511627906976,0.023809523809523808,2021,0,0
226,0,0.03676470588235294,0,0.6620547945205479,0.031151003167898626,2016,0,0
228,0,0.0440251572327044,4,0.6360655737704918,0.03163686382393398,2019,0,0
239,0,0.02680965147453083,0,0.7528767123287671,0.03163686382393398,2021,0,0
240,0,0.04411764705882353,1,0.7360273972602739,0.023809523809523808,2024,0,0
241,0,0.05049088359046283,0,1.0270177838577292,0.03937947494033413,2023,0,0
242,0,0.02022058823529412,1,1.03986301369863,0.031151003167898626,2021,0,0
243,0,0.021897810218978103,2,1.4101231190150478,0.024242424242424242,2023,0,0
244,0,7.878007562547855e-14,1,0.8494520547945205,0.031151003167898626,2018,2,0
245,0,0.017064846416382253,0,0.9945205479452054,0.03022508038585209,2022,0,0
246,0,0.016853932584269662,0,0.4931832739726027,0.04307116104868914,2024,0,0
247,0,0.02022058823529412,1,1.03986301369863,0.015151515151515152,2024,1,0
248,0,0.037914691943127965,0,0.9932876712328768,0.03163686382393398,2024,0,0
249,0,0.045454545454545456,1,0.6513698630136986,0.03022508038585209,2017,2,0
253,0,0.015228426395939087,1,0.415983606557377,0.023809523809523808,2012,2,0
255,0,0.050590219224283306,0,0.4723972602739726,0.031151003167898626,2014,0,0
260,0,0.021897810218978103,0,1.0567808219178083,0.031151003167898626,2024,2,0
261,0,0.041666666666666664,0,0.983835616438356,0.03022508038585209,2014,3,0
262,0,0.020151133501259445,1,0.813406292749658,0.023809523809523808,2023,0,0
263,0,0.018867924528301886,0,1.2336065573770492,0.023809523809523808,2016,0,0
265,0,0.021897810218978103,1,0.4551299589603283,0.031151003167898626,2013,3,0
266,0,0.04375,1,0.994186046511628,0.023809523809523808,2023,0,0
268,0,0.05049088359046283,1,0.7247606019151847,0.03937947494033413,2024,2,0
271,0,0.015228426395939087,3,0.8549180327868852,0.03022508038585209,2013,0,0
272,0,0.050590219224283306,0,0.5342465753424657,0.03022508038585209,2024,2,0
273,0,0.05049088359046283,3,0.8198630136986301,0.031151003167898626,2021,2,0
274,0,0.050590219224283306,0,0.6682191780821917,0.03163686382393398,2025,1,0
275,0,0.044715447154471545,30,1.023287671232877,0.03022508038585209,2019,2,0
276,0,0.050590219224283306,0,0.4064383561643835,0.03163686382393398,2024,0,0
277,0,0.0440251572327044,1,0.4167123287671232,0.031151003167898626,2019,0,0
278,0,0.017064846416382253,3,1.3105479452054791,0.03978422117329737,2022,3,0
279,0,0.050590219224283306,1,0.5954794520547945,0.031151003167898626,2019,0,0
280,0,0.045454545454545456,0,0.9784931506849316,0.03022508038585209,2019,0,0
282,0,0.047013333853124305,0,0.7615068493150684,0.03022508038585209,2023,0,0
283,0,0.0392156862745098,0,0.6735616438356165,0.03978422117329737,2021,0,0
286,0,0.0440251572327044,6,0.5613698630136986,0.03163686382393398,2024,1,0
287,0,0.02022058823529412,0,0.5305479452054794,0.03163686382393398,2024,0,0
288,0,0.02631578947368421,2,0.4578082191780821,0.031151003167898626,2016,0,0
291,0,0.047013333853124305,9,0.5229508196721311,0.03978422117329737,2013,0,0
292,0,0.02022058823529412,1,0.5210958904109589,0.03022508038585209,2020,0,0
294,0,0.016853932584269662,0,0.6936986301369863,0.03163686382393398,2023,0,0
298,0,0.05049088359046283,0,0.6836065573770491,0.04307116104868914,2023,0,0
299,0,0.020151133501259445,0,0.6115068493150684,0.03022508038585209,2018,2,0
300,0,0.014124293785310734,1,0.500958904109589,0.023809523809523808,2024,1,0
302,0,0.018867924528301886,0,2.011270491803278,0.023809523809523808,2020,0,0
305,0,0.050590219224283306,1,0.4484072328767123,0.031151003167898626,2023,0,0
307,0,0.021897810218978103,1,0.6205479452054794,0.024242424242424242,2024,1,0
310,7060,0.0440251572327044,1,0.4647945205479452,0.03163686382393398,2022,1,1
311,0,0.037914691943127965,1,0.837945205479452,0.03163686382393398,2019,0,0
312,0,0.05319148936170213,1,1.3323287671232875,0.031151003167898626,2023,0,0
317,0,0.02022058823529412,1,0.5605479452054793,0.03022508038585209,2021,0,0
318,0,0.05,7,1.0385088919288643,0.012345679012345678,2023,1,0
319,0,0.0440251572327044,1,0.5510958904109589,0.031151003167898626,2022,0,0
320,0,0.018867924528301886,0,1.5234246575342465,0.04307116104868914,2024,0,0
322,0,0.05049088359046283,0,0.8751607397260273,0.04307116104868914,2023,0,0
323,0,0.03571428571428571,2,0.5634246575342465,0.03022508038585209,2022,0,0
326,0,0.015228426395939087,1,0.8598360655737703,0.023809523809523808,2022,0,0
327,0,0.037914691943127965,0,0.9271232876712328,0.03163686382393398,2019,3,0
328,0,0.024096385542168676,6,0.9061643835616436,0.031151003167898626,2022,2,0
330,0,0.02888086642599278,4,0.8082763337893296,0.023809523809523808,2023,0,0
331,0,0.02631578947368421,2,0.7294520547945205,0.023809523809523808,2018,2,0
332,70574,0.0392156862745098,3,0.7672131147540983,0.03937947494033413,2022,1,1
333,0,0.03003419277323237,4,1.3885948905109489,0.011505273250239693,2013,0,0
334,0,0.05049088359046283,1,0.6836065573770491,0.04307116104868914,2023,0,0
340,0,0.020151133501259445,9,0.5383561643835616,0.03022508038585209,2023,0,0
342,0,0.0392156862745098,0,0.8087671232876712,0.03022508038585209,2018,2,0
343,0,0.014124293785310734,9,0.785655737704918,0.023809523809523808,2021,0,0
344,0,0.017064846416382253,1,1.5456164383561644,0.012345679012345678,2018,1,0
345,0,0.050590219224283306,3,0.5823770491803278,0.03163686382393398,2023,0,0
346,0,0.0392156862745098,7,0.7302739726027397,0.03937947494033413,2022,0,0
347,0,0.041666666666666664,2,0.7114754098360655,0.03937947494033413,2020,2,0
352,0,0.04375,3,1.0947945205479452,0.023809523809523808,2022,1,0
355,0,0.021897810218978103,1,0.446922024623803,0.024242424242424242,2024,0,0
356,0,0.021897810218978103,2,0.3513698630136986,0.03022508038585209,2019,0,0
357,0,0.0440251572327044,2,0.613972602739726,0.031151003167898626,2023,0,0
358,0,0.014124293785310734,2,0.5295205479452054,0.03937947494033413,2021,1,0
359,0,0.021897810218978103,2,0.500958904109589,0.031151003167898626,2023,2,0
360,0,0.021897810218978103,3,0.8700819672131147,0.024242424242424242,2021,0,0
361,0,0.017064846416382253,1,0.8424657534246575,0.03022508038585209,2019,0,0
362,0,0.05319148936170213,2,0.6372950819672131,0.03022508038585209,2021,0,0
363,0,0.044715447154471545,2,0.5503421203830369,0.031151003167898626,2009,0,0
366,0,0.024096385542168676,4,0.9221917808219178,0.011505273250239693,2018,0,0
367,0,0.018867924528301886,1,1.7242282602739727,0.023809523809523808,2025,0,0
368,0,0.0440251572327044,2,0.804172366621067,0.03163686382393398,2023,1,0
370,0,0.0440251572327044,1,0.5293150684931506,0.03163686382393398,2024,0,0
372,0,0.02631578947368421,3,0.6455540355677154,0.031151003167898626,2021,0,0
374,62200,0.045454545454545456,1,0.8020491803278688,0.031151003167898626,2020,0,1
376,0,0.044715447154471545,6,0.5346575342465753,0.031151003167898626,2024,1,0
378,0,0.044715447154471545,2,0.3227771819425444,0.031151003167898626,2012,3,0
379,0,0.02680965147453083,3,0.685655737704918,0.03978422117329737,2011,1,0
380,0,0.021897810218978103,1,0.913972602739726,0.024242424242424242,2022,0,0
381,0,0.05049088359046283,4,1.2168262653898767,0.03937947494033413,2021,0,0
384,0,0.05049088359046283,2,0.6184931506849315,0.031151003167898626,2022,0,0
385,0,0.05049088359046283,2,0.5406069452054794,0.031151003167898626,2023,0,0
387,0,0.030034192773311156,7,1.807808219178082,0.011505273250239693,2020,0,0
388,0,0.021897810218978103,0,0.6774590163934426,0.031151003167898626,2022,3,0
389,0,0.030034192773311156,7,0.9618493150684932,0.011505273250239693,2013,1,0
392,0,0.041666666666666664,0,0.7002739726027397,0.031151003167898626,2021,2,0
394,0,0.020151133501259445,17,0.8189466484268125,0.023809523809523808,2024,1,0
398,0,0.018867924528301886,4,1.6040983606557375,0.03978422117329737,2021,0,0
400,0,0.030034192773311156,0,0.4350327945205479,0.03937947494033413,2024,0,0
402,0,0.02888086642599278,2,0.8311475409836065,0.023809523809523808,2021,0,0
403,0,0.024096385542168676,8,0.5798425,0.04307116104868914,2024,0,0
404,0,0.022222222222222223,2,0.5215068493150684,0.03163686382393398,2025,3,0
405,0,0.02680965147453083,2,1.1042465753424655,0.031151003167898626,2024,0,0
407,0,0.02888086642599278,3,0.8295081967213114,0.023809523809523808,2022,1,0
408,0,0.03676470588235294,2,0.6815573770491803,0.03022508038585209,2023,0,0
410,0,0.018867924528301886,1,0.8321917808219178,0.023809523809523808,2019,0,0
411,0,0.02680965147453083,0,0.6,0.03022508038585209,2009,0,0
413,0,0.050590219224283306,71,0.6628767123287671,0.031151003167898626,2016,0,0
415,0,0.04477611940298507,0,0.6442622950819672,0.03937947494033413,2024,3,0
420,0,0.044715447154471545,2,0.650958904109589,0.03163686382393398,2025,0,0
421,0,0.016853932584269662,0,0.4865753424657534,0.03163686382393398,2023,2,0
423,0,0.02888086642599278,4,0.705327868852459,0.023809523809523808,2019,0,0
428,0,0.018867924528301886,4,0.800958904109589,0.03978422117329737,2023,0,0
430,0,0.0392156862745098,5,0.7601785714285714,0.03978422117329737,2024,0,0
432,0,0.02631578947368421,3,0.4368852459016393,0.03978422117329737,2013,0,0
433,0,0.02680965147453083,4,1.2491803278688525,0.03978422117329737,2017,1,0
434,0,0.016853932584269662,0,0.5960958904109589,0.03163686382393398,2024,0,0
436,61802,0.037914691943127965,3,0.8473972602739726,0.03978422117329737,2018,0,1
437,0,0.0176678445229682,9,0.451639344262295,0.011505273250239693,2017,3,0
440,0,0.024096385542168676,1,0.6235478219178082,0.04307116104868914,2023,0,0
443,0,0.018867924528301886,20,0.8262295081967213,0.03978422117329737,2009,0,0
444,0,0.0176678445229682,4,1.9524064171122992,0.011505273250239693,2024,0,0
445,0,0.030034192773311156,3,0.4742465753424657,0.011505273250239693,2019,0,0
447,0,0.0440251572327044,3,0.6262295081967213,0.03978422117329737,2022,0,0
450,22821,0.0176678445229682,3,1.3327868852459015,0.03978422117329737,2020,0,1
453,0,0.018867924528301886,0,0.8136986301369863,0.023809523809523808,2021,0,0
454,0,0.02888086642599278,4,0.6443835616438356,0.03022508038585209,2013,2,0
455,5493,0.015228426395939087,0,0.5852459016393442,0.023809523809523808,2013,0,1
457,0,0.024096385542168676,26,0.5554109589041095,0.031151003167898626,2013,3,0
458,0,0.044715447154471545,1,0.4935616438356164,0.03163686382393398,2022,2,0
459,0,0.02022058823529412,6,1.1954958904109587,0.03022508038585209,2020,0,0
461,0,0.02022058823529412,40,0.4561643835616438,0.03022508038585209,2021,0,0
463,0,0.018867924528301886,3,0.6826027397260273,0.023809523809523808,2023,0,0
464,0,0.04477611940298507,0,0.7540983606557377,0.03022508038585209,2023,0,0
465,0,0.05049088359046283,9,0.7913934426229507,0.03937947494033413,2022,1,0
467,0,0.024096385542168676,3,1.7111491108071135,0.03937947494033413,2023,0,0
468,0,0.02888086642599278,43,0.658891928864569,0.023809523809523808,2021,1,0
472,0,0.037914691943127965,12,1.943032786885246,0.03163686382393398,2023,0,0
478,0,0.010830324909747292,2,1.2221917808219178,0.03022508038585209,2015,2,0
479,0,7.878007562547855e-14,3,0.5486301369863013,0.031151003167898626,2024,0,0
480,0,0.041666666666666664,6,1.1778688524590164,0.03022508038585209,2018,0,0
481,0,0.041666666666666664,0,1.1778688524590164,0.03022508038585209,2018,0,0
484,0,0.017064846416382253,3,1.2628767123287672,0.012345679012345678,2024,1,0
485,0,0.024096385542168676,1,1.296164383561644,0.03163686382393398,2021,0,0
487,0,0.02680965147453083,1,0.867945205479452,0.03163686382393398,2024,0,0
488,0,0.044715447154471545,7,0.4799180327868852,0.03978422117329737,2017,0,0
490,0,0.020151133501259445,9,0.917911808219178,0.023809523809523808,2024,0,0
492,0,0.021897810218978103,5,0.3381147540983606,0.03978422117329737,2013,0,0
495,0,0.010830324909747292,0,3.6690082644628097,0.011505273250239693,2025,0,0
497,0,0.0392156862745098,4,0.851639344262295,0.03978422117329737,2023,0,0
498,0,0.05,4,0.6084131532147742,0.031151003167898626,2019,0,0
500,0,0.024096385542168676,3,0.2198630136986301,0.011505273250239693,2005,1,0
502,0,0.05,3,0.7541095890410958,0.03978422117329737,2025,0,0
504,0,0.020151133501259445,2,0.9437072503419972,0.023809523809523808,2023,1,0
505,0,0.05,1,1.0482142857142855,0.03978422117329737,2024,1,0
508,0,0.0176678445229682,4,1.1097945205479451,0.011505273250239693,2015,0,0
511,0,0.014124293785310734,2,0.5774590163934425,0.03022508038585209,2023,1,0
512,0,0.0176678445229682,4,0.5088445078459343,0.011505273250239693,2013,0,0
513,0,0.05319148936170213,8,1.0364569083447333,0.03163686382393398,2024,0,0
514,0,0.018867924528301886,1,2.833150684931507,0.03978422117329737,2023,0,0
515,0,0.041666666666666664,5,1.2928767123287672,0.031151003167898626,2023,0,0
516,0,0.04375,6,0.5510958904109589,0.03022508038585209,2020,0,0
518,0,0.015228426395939087,10,0.6863013698630136,0.03022508038585209,2020,1,0
519,0,0.016853932584269662,0,0.6304109589041095,0.031151003167898626,2024,3,0
520,0,0.021897810218978103,1,0.5342465753424657,0.03022508038585209,2019,0,0
521,0,0.050590219224283306,3,0.476917808219178,0.03163686382393398,2025,0,0
524,0,0.02888086642599278,2,0.897945205479452,0.03978422117329737,2021,0,0
525,0,0.020151133501259445,55,0.5639344262295081,0.023809523809523808,2018,1,0
528,0,0.041666666666666664,0,0.7807377049180327,0.03163686382393398,2022,0,0
534,0,0.045454545454545456,3,0.611917808219178,0.031151003167898626,2013,0,0
535,0,0.02022058823529412,3,0.7421917808219178,0.011505273250239693,2006,0,0
536,0,0.02888086642599278,0,0.884404924760602,0.023809523809523808,2024,0,0
539,0,0.04477611940298507,16,0.5581967213114754,0.03978422117329737,2024,0,0
541,0,0.02680965147453083,10,0.6059424657534246,0.03022508038585209,2018,0,0
542,0,0.05049088359046283,3,0.4540983606557377,0.011505273250239693,2018,0,0
543,0,0.02022058823529412,2,0.6197260273972602,0.031151003167898626,2022,0,0
544,0,0.0440251572327044,10,0.563013698630137,0.03163686382393398,2019,3,0
545,0,0.05049088359046283,3,0.4540983606557377,0.011505273250239693,2018,0,0
550,0,0.0176678445229682,7,0.8280821917808219,0.011505273250239693,2015,0,0
551,0,0.02680965147453083,31,1.188934426229508,0.03163686382393398,2021,3,0
554,0,0.02888086642599278,77,0.7377049180327868,0.023809523809523808,2021,0,0
556,0,0.02888086642599278,77,0.7377049180327868,0.023809523809523808,2021,1,0
559,0,0.014124293785310734,4,0.7417808219178083,0.031151003167898626,2023,0,0
561,0,0.030034192773311156,29,0.2635804520547945,0.04307116104868914,2024,0,0
563,0,0.050590219224283306,3,0.6382191780821918,0.03163686382393398,2024,0,0
566,0,0.016853932584269662,2,0.5868493150684931,0.03163686382393398,2022,0,0
567,0,0.041666666666666664,2,0.4450684931506849,0.03978422117329737,2024,0,0
572,0,0.044715447154471545,0,0.8872602739726027,0.03978422117329737,2017,3,0
573,0,0.020151133501259445,30,0.6336986301369864,0.031151003167898626,2021,0,0
574,0,0.050590219224283306,0,0.793972602739726,0.031151003167898626,2021,0,0
580,0,0.0176678445229682,5,0.4886301369863013,0.011505273250239693,2022,1,0
582,0,7.878007562547855e-14,0,0.7224657534246575,0.03163686382393398,2024,0,0
585,0,0.044715447154471545,10,0.8229508196721311,0.03022508038585209,2017,2,0
586,0,0.015228426395939087,0,1.3475409836065573,0.023809523809523808,2007,0,0
587,0,0.02022058823529412,5,0.5203830369357045,0.03163686382393398,2023,0,0
591,0,0.04375,0,0.8556771545827633,0.023809523809523808,2023,0,0
593,0,0.02680965147453083,7,0.9831967213114754,0.029411764705882353,2010,0,0
595,0,0.02680965147453083,7,0.9831967213114754,0.029411764705882353,2010,0,0
597,0,0.02680965147453083,13,1.153972602739726,0.029411764705882353,2013,0,0
598,0,0.05049088359046283,1,1.096374829001368,0.03937947494033413,2023,0,0
599,0,0.016853932584269662,0,0.3830136986301369,0.031151003167898626,2019,0,0
600,0,0.04375,0,1.6155737704918032,0.03978422117329737,2024,1,0
601,0,0.02680965147453083,1,0.9682191780821916,0.029411764705882353,2012,0,0
604,0,0.020151133501259445,9,0.5905479452054794,0.023809523809523808,2017,0,0
605,0,0.018867924528301886,63,1.5073905109489052,0.03978422117329737,2023,0,0
607,0,0.02022058823529412,2,0.4696721311475409,0.03937947494033413,2017,0,0
611,0,0.015228426395939087,0,1.4577868852459015,0.023809523809523808,2015,0,0
612,0,0.010830324909747292,3,0.428454172366621,0.011505273250239693,2016,0,0
614,0,0.021897810218978103,5,0.4060273972602739,0.031151003167898626,2015,0,0
618,0,0.02022058823529412,2,0.670068493150685,0.03163686382393398,2024,0,0
619,0,0.014124293785310734,7,0.5722602739726027,0.023809523809523808,2024,0,0
620,0,0.017064846416382253,4,0.6994520547945206,0.012345679012345678,2021,0,0
621,0,0.015228426395939087,0,1.2389876880984951,0.023809523809523808,2024,0,0
622,0,0.050590219224283306,0,0.6163934426229508,0.04307116104868914,2024,0,0
623,0,0.05049088359046283,12,0.7777656078860898,0.03978422117329737,2023,3,0
628,0,0.02680965147453083,0,0.7472660996354799,0.03978422117329737,2021,0,0
631,0,0.04477611940298507,2,0.7165526675786593,0.03937947494033413,2024,0,0
633,0,0.05049088359046283,12,0.7777656078860898,0.03978422117329737,2023,0,0
634,14752,0.02631578947368421,1,0.8032786885245901,0.023809523809523808,2021,0,1
635,0,0.037914691943127965,0,0.7253424657534246,0.03978422117329737,2023,0,0
638,0,0.0176678445229682,15,0.696311475409836,0.03978422117329737,2019,2,0
639,0,0.015228426395939087,1,0.943972602739726,0.031151003167898626,2021,0,0
640,0,0.010830324909747292,0,1.1601369863013695,0.011505273250239693,2019,2,0
641,0,0.017064846416382253,0,1.4205882352941177,0.012345679012345678,2024,3,0
642,0,0.021897810218978103,1,0.7454794520547945,0.031151003167898626,2022,0,0
646,0,0.05049088359046283,1,0.9201369863013698,0.03937947494033413,2022,1,0
648,0,0.018867924528301886,0,2.345081967213115,0.04307116104868914,2024,0,0
652,0,0.02022058823529412,0,0.4721917808219178,0.031151003167898626,2023,1,0
655,0,0.014124293785310734,0,0.6016438356164383,0.03022508038585209,2022,0,0
657,0,0.0440251572327044,0,0.8112945205479452,0.03163686382393398,2023,0,0
658,0,0.015228426395939087,4,0.7441487260273972,0.04307116104868914,2014,0,0
659,0,0.037914691943127965,9,0.6102739726027397,0.03163686382393398,2016,0,0
663,0,0.02888086642599278,5,0.994596443228454,0.023809523809523808,2023,0,0
667,0,0.02888086642599278,0,0.825,0.03978422117329737,2023,1,0
668,0,0.02680965147453083,0,0.733972602739726,0.03163686382393398,2024,0,0
669,0,0.05049088359046283,0,0.0119112814895947,0.03978422117329737,2021,1,0
670,0,0.021897810218978103,0,0.4134246575342465,0.03978422117329737,2016,0,0
672,0,0.03003419271140607,0,0.3471311475409836,0.03022508038585209,2024,3,0
673,0,0.020151133501259445,5,0.620958904109589,0.023809523809523808,2023,0,0
674,0,0.024096385542168676,0,1.4987671232876711,0.03937947494033413,2023,0,0
676,0,0.021897810218978103,6,0.4147540983606557,0.031151003167898626,2022,0,0
677,0,0.05049088359046283,619,0.0119112814895947,0.03978422117329737,2021,1,0
679,0,0.024096385542168676,0,0.7557534246575341,0.03937947494033413,2024,3,0
681,0,0.05049088359046283,0,0.4704918032786885,0.03022508038585209,2021,1,0
685,0,0.020151133501259445,4,0.5387671232876712,0.023809523809523808,2024,0,0
686,0,6.668930468592106e-18,3,0.8467213114754099,0.031151003167898626,2023,2,0
688,0,0.02022058823529412,2,1.1054794520547944,0.031151003167898626,2023,0,0
692,0,0.0392156862745098,3,1.25,0.03978422117329737,2020,1,0
695,0,0.018867924528301886,0,1.0906849315068492,0.023809523809523808,2022,0,0
697,0,0.02680965147453083,1,0.8350684931506849,0.03163686382393398,2024,1,0
698,0,0.05049088359046283,0,0.6702739726027397,0.03022508038585209,2022,0,0
699,0,0.02680965147453083,3,0.9700819672131148,0.03163686382393398,2024,0,0
700,0,0.03184713375796178,1,0.6123287671232877,0.04307116104868914,2022,0,0
702,0,0.044715447154471545,0,1.1836065573770491,0.03937947494033413,2023,2,0
703,0,0.014124293785310734,0,0.7594262295081967,0.023809523809523808,2019,0,0
707,0,0.02022058823529412,12,0.4176229508196721,0.023809523809523808,2019,1,0
708,0,0.034482758620689655,2,1.1192465753424656,0.023809523809523808,2024,2,0
709,21889,0.045454545454545456,5,0.6201369863013698,0.03163686382393398,2016,0,1
711,0,0.020151133501259445,1,0.5368852459016393,0.031151003167898626,2014,0,0
717,0,0.0176678445229682,2,0.8280821917808219,0.011505273250239693,2012,0,0
719,0,0.0,3,2.5279652294853965,0.011505273250239693,2023,1,0
721,0,0.015228426395939087,11,0.4882191780821917,0.031151003167898626,2011,0,0
724,0,0.050590219224283306,1,0.4688524590163934,0.03022508038585209,2020,0,0
732,0,0.010830324909747292,5,3.77749658002736,0.011505273250239693,2021,1,0
736,0,0.030034192771102752,20,0.3915184678522571,0.011505273250239693,2021,2,0
738,35645,0.05049088359046283,9,1.0995205479452057,0.03937947494033413,2024,1,1
742,0,0.03003419277323237,7,1.028688524590164,0.011505273250239693,2012,0,0
744,0,0.05319148936170213,1,0.665958904109589,0.03163686382393398,2025,0,0
745,0,0.017064846416382253,1,0.994931506849315,0.03163686382393398,2023,1,0
747,0,0.05049088359046283,1,0.5173972602739726,0.03022508038585209,2018,0,0
749,0,0.04375,4,0.6180327868852459,0.023809523809523808,2023,1,0
750,0,0.0176678445229682,1,0.9723287671232876,0.011505273250239693,2018,0,0
