CLAIM_ID|FEC_DENUNCIO|FEC_SINIESTRO|PRODUCTO|ROBO|MARCA_VEHICULO|ANIO_VEHICULO|DEDUCIBLE|PRIMA_MENSUAL_UF|FRAUD|MONTO_FRAUDE|CANAL_CONTRATACION|CANTIDAD_HIJOS|CANTIDAD_AUTOS|ESTADO_CIVIL
24|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|85.0|0|KIA|2024.0|0|0.1561475409836065|Descartado|0|C|0.0||Casada
25|2024-10-10 00:00:00.000|2024-10-01 00:00:00.000|74.0|0|FORD|2004.0|3|0.8658904109589041|No revisado|0|B|0.0||Soltero/a
26|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|NISSAN|2022.0|5|0.5122950819672131|No revisado|0|D|0.0||Divorciado/a
27|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|95.0|0|VOLKSWAGEN|2021.0|5|1.1815068493150684|No revisado|0|B|0.0||Casada/o
28|2024-10-10 00:00:00.000|2024-09-11 00:00:00.000|69.0|0|TOYOTA|2022.0|10|1.351027397260274|No revisado|0|D|1.0||Divorciado/a
29|2024-10-10 00:00:00.000|2024-10-07 00:00:00.000|85.0|0|REPCO|1998.0|20|0.3793150684931506|Descartado|0|E|3.0||Casada/o
30|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|90.0|0|SSANGYONG|2023.0|5|0.9295485636114912|No revisado|0|B|0.0||Divorciado/a
31|2024-10-10 00:00:00.000|2024-10-07 00:00:00.000|96.0|0|CHANGAN|2020.0|3|0.595890410958904|Descartado|0|B|0.0||Divorciado/a
32|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|91.0|0|PEUGEOT|2023.0|5|0.9857729138166894|Descartado|0|E|0.0||Casada
33|2024-10-10 00:00:00.000||94.0|0|TOYOTA|2024.0|5|0.6933652530779753|No revisado|0|C|0.0||Casada/o
34|2024-10-10 00:00:00.000|2024-10-03 00:00:00.000|69.0|0|SUZUKI|2018.0|3|0.5090973119015046|Descartado|0|E|0.0||Casada/o
35|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|69.0|0|BMW|2018.0|15|1.195890410958904|Descartado|0|C|||Divorciado/a
36|2024-10-10 00:00:00.000|2024-10-06 00:00:00.000|74.0|0|PEUGEOT|2022.0|3|0.4541095890410958|No revisado|0|B|0.0||Divorciado/a
37|2024-10-10 00:00:00.000|2024-10-01 00:00:00.000|85.0|0|MERCEDES BENZ|2012.0|0|0.1707250341997264|No revisado|0|A|0.0||Casada
38|2024-10-10 00:00:00.000|2024-10-02 00:00:00.000|95.0|0|FORD|2024.0|5|1.2365253077975376|No revisado|0|E|1.0||Casada/o
39|2024-10-10 00:00:00.000|2024-10-02 00:00:00.000|69.0|0|SUZUKI|2016.0|0|0.4536986301369863|No revisado|0|B|2.0||Casada
40|2024-10-10 00:00:00.000|2024-10-05 00:00:00.000|69.0|0|NISSAN|2022.0|3|0.951639344262295|No revisado|0|C|0.0||Soltero/a
41|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|95.0|0|CHEVROLET|2022.0|5|1.4383561643835616|No revisado|0|D|0.0||Soltero/a
42|2024-10-10 00:00:00.000|2024-10-04 00:00:00.000|96.0|0|HAVAL|2024.0|3|0.63406292749658|Descartado|0|C|0.0||Casada/o
43|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|MITSUBISHI||3|0.7184426229508196|No revisado|0|C|||Casada
44|2024-10-10 00:00:00.000|2024-10-02 00:00:00.000|85.0|0|MERCEDES BENZ|2011.0|10|0.4886301369863013|No revisado|0|E|0.0||Casada
45|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|3.0|0|FORD|2023.0|5|1.3528688524590164|No revisado|0|C|0.0||Soltero/a
46|2024-10-10 00:00:00.000|2024-09-27 00:00:00.000|3.0|0|TOYOTA|2022.0|10|0.7532876712328767|Descartado|0|D|||Soltero/a
47|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|85.0|0|VOLVO|2019.0|5|2.268032786885246|No revisado|0|B|2.0||Casada/o
48|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|69.0|0|SUZUKI|2013.0|3|0.9262295081967212|No revisado|0|C|0.0||Casada
49|2024-10-10 00:00:00.000|2024-09-29 00:00:00.000|85.0|0|MERCEDES BENZ|2014.0|0|0.8280821917808219|No revisado|0|B|0.0||Casada
50|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|96.0|0|SUZUKI|2022.0|10|0.4348360655737704|Descartado|0|C|3.0||Casada/o
51|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|SUBARU|2019.0|10|0.490983606557377|No revisado|0|C|0.0||Casada
52|2024-10-10 00:00:00.000|2024-10-07 00:00:00.000|74.0|0|SSANGYONG|2023.0|5|0.6344262295081967|No revisado|0|C|0.0||Casada/o
53|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|3.0|0|TOYOTA|2022.0|5|0.9563013698630136|No revisado|0|B|0.0||Casada/o
54|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|MAHINDRA|2018.0|0|0.6435616438356164|No revisado|0|E|3.0||Divorciado/a
55|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|96.0|0|TOYOTA|2021.0|5|1.1138166894664843|No revisado|0|D|||Casada/o
56|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|90.0|0|CHERY|2025.0|5|0.531247808219178|No revisado|0|E|0.0||Casada
57|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|3.0|0|MAXUS|2022.0|10|0.673972602739726|No revisado|0|C|0.0||Casada/o
58|2024-10-10 00:00:00.000|2024-10-08 00:00:00.000|3.0|0|MITSUBISHI|2022.0|10|1.6155737704918032|Descartado|0|B|2.0|1.0|Casada/o
59|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|90.0|0|JEEP|2024.0|5|2.0455414012738853|Descartado|0|D|0.0||Divorciado/a
60|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|3.0|0|NISSAN|2019.0|0|0.7253424657534246|No revisado|0|D|||Casada/o
61|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|83.0|0|PEUGEOT|2023.0|10|0.8095890410958904|No revisado|0|B|1.0||Divorciado/a
62|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|CHEVROLET|2022.0|3|0.7760655737704918|Descartado|0|C|0.0||Casada
63|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|SUZUKI|2018.0|5|0.460958904109589|No revisado|0|C|||Casada
64|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|MG|2021.0|3|0.8276712328767123|No revisado|0|A|0.0||Divorciado/a
65|2024-10-10 00:00:00.000|2024-10-07 00:00:00.000|3.0|0|BMW|2014.0|20|0.6936986301369863|Descartado|0|E|1.0||Divorciado/a
66|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|90.0|0|CHERY|2023.0|10|1.035020519835841|No revisado|0|C|0.0||Casada
67|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|KIA|2017.0|5|0.3472602739726027|Descartado|0|C|0.0||Casada
68|2024-10-10 00:00:00.000|2024-10-10 00:00:00.000|74.0|0|MAZDA|2020.0|15|0.7442622950819672|No revisado|0|C|999.0||Casada/o
69|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|SUZUKI|2022.0|5|0.5491803278688524|No revisado|0|D|0.0||Casada/o
70|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|1|MG|2022.0|3|0.701917808219178|Descartado|0|D|0.0||Divorciado/a
71|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|96.0|0|SUZUKI|2022.0|5|1.2254098360655736|No revisado|0|C|||Soltero/a
72|2024-10-11 00:00:00.000||69.0|0|TOYOTA|2010.0|0|0.8364754098360655|No revisado|0|B|1.0||Casada/o
73|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|95.0|0|FORD|2023.0|5|1.8176470588235296|Descartado|0|D|0.0||Casada/o
74|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|VOLKSWAGEN|2011.0|0|0.4469221272229822|Descartado|0|A|0.0||Soltero/a
75|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|74.0|0|FIAT|2010.0|0|0.1790983606557377|No revisado|0|C|0.0||Casada
76|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|83.0|0|JAC|2023.0|3|0.4614298767123287|No revisado|0|A|0.0||Divorciado
77|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|94.0|0|TOYOTA|2022.0|5|0.828688524590164|No revisado|0|B|999.0||Soltero/a
78|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|83.0|0|HYUNDAI|2021.0|3|0.6821917808219178|No revisado|0|B|||Divorciado/a
79|2024-10-11 00:00:00.000|2024-09-25 00:00:00.000|69.0|0|TOYOTA|2020.0|0|0.7573871409028727|No revisado|0|C|2.0||Casada/o
80|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|83.0|0|CHERY|2022.0|10|0.5614754098360655|Descartado|0|E|0.0||Divorciado/a
81|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|96.0|0|HONDA|2022.0|5|0.9246575342465752|No revisado|0|B|2.0||Soltero/a
82|2024-10-11 00:00:00.000|2024-08-31 00:00:00.000|74.0|0|PEUGEOT|2022.0|5|0.8147540983606557|Descartado|0|D|0.0||Casada
83|2024-10-10 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|EXEED|2023.0|5|0.821917808219178|No revisado|0|D|0.0|2.0|Divorciado/a
84|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|0|MG|2020.0|3|0.7475342465753424|Descartado|0|C|999.0||Casada/o
85|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|3.0|0|HYUNDAI|2024.0|3|1.1192622950819673|Fraude|42322|B|1.0||Casada/o
86|2024-10-11 00:00:00.000|2024-10-04 00:00:00.000|3.0|0|KIA|2016.0|0|0.6682191780821917|No revisado|0|E|2.0||Casada
87|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|0|NISSAN|2022.0|0|0.966986301369863|No revisado|0|D|0.0||Casada/o
88|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|74.0|0|CHEVROLET|2024.0|3|1.9496851232876713|Descartado|0|A|||Divorciado
89|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|3.0|0|FORD|2024.0|10|1.126639344262295|No revisado|0|E|999.0||Divorciado/a
90|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|NISSAN|2024.0|3|0.4746366279069767|No revisado|0|C|2.0||Divorciado/a
91|2024-10-11 00:00:00.000|2024-10-05 00:00:00.000|3.0|0|MITSUBISHI|2015.0|10|1.605327868852459|No revisado|0|A|0.0||Divorciado
92|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|74.0|0|SUZUKI|2023.0|5|1.0561643835616439|No revisado|0|C|1.0||Soltero/a
93|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|96.0|0|JAC|2019.0|0|0.860958904109589|No revisado|0|E|0.0||Casada/o
94|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|74.0|0|SUBARU|2017.0|3|0.606967213114754|Descartado|0|A|3.0||Casada/o
95|2024-10-11 00:00:00.000|2024-10-04 00:00:00.000|69.0|1|GREAT WALL|2022.0|5|0.7791780821917808|No revisado|0|E|0.0||Soltero/a
96|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|69.0|0|PEUGEOT|2020.0|10|0.9066687209302324|Descartado|0|D|999.0||Divorciado/a
97|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|90.0|0|CHERY|2023.0|10|0.9999316005471957|No revisado|0|E|3.0||Divorciado/a
98|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|94.0|0|TOYOTA|2022.0|0|0.9336986301369864|No revisado|0|B|1.0||Casada
99|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|85.0|0|SCANIA|2023.0|5|3.1|No revisado|0|B|2.0||Casada
100|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|90.0|0|CHERY|2018.0|5|0.5876712328767123|Descartado|0|B|2.0||Casada/o
101|2024-10-11 00:00:00.000|2024-08-02 00:00:00.000|96.0|0|OMODA|2024.0|5|0.6131506849315068|No revisado|0|B|0.0|1.0|Casada/o
102|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|83.0|0|VOLKSWAGEN|2023.0|0|0.4347852739726027|No revisado|0|D|||Casada/o
103|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|0|FORD|2019.0|5|1.6452739726027397|No revisado|0|E|1.0|2.0|Casada
104|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|83.0|0|JAC|2022.0|0|1.4446069315068493|Descartado|0|B|2.0||Soltero/a
105|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|96.0|0|SUZUKI|2024.0|10|0.6197260273972602|No revisado|0|B|0.0||Divorciado/a
106|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|90.0|0|CHERY|2024.0|10|0.5570547945205478|No revisado|0|D|0.0||Casada/o
107|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|3.0|0|BMW|2022.0|10|1.8567123287671232|No revisado|0|D|0.0||Casada/o
108|2024-10-11 00:00:00.000|2024-09-28 00:00:00.000|74.0|0|NISSAN|2010.0|0|0.5284931506849315|Descartado|0|D|0.0||Casada/o
109|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|90.0|0|CHEVROLET|2017.0|5|0.2946721311475409|No revisado|0|C|1.0|1.0|Casada/o
110|2024-10-11 00:00:00.000|2024-09-12 00:00:00.000|69.0|0|MG|2023.0|3|0.9283561643835616|Descartado|0|E|0.0||Divorciado/a
111|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|95.0|0|MINI|2021.0|5|1.6315573770491805|No revisado|0|D|||Soltero/a
112|2024-10-11 00:00:00.000|2024-10-06 00:00:00.000|74.0|0|JAC|2020.0|0|0.8058904109589041|No revisado|0|C|1.0||Casada
113|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|74.0|0|SUBARU|2014.0|3|0.4651639344262295|No revisado|0|B|1.0||Casada/o
114|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|74.0|0|MITSUBISHI|2016.0|5|0.7844262295081967|No revisado|0|A|1.0||Divorciado/a
115|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|69.0|0|NISSAN|2023.0|5|0.6982191780821917|No revisado|0|C|0.0||Divorciado/a
116|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|83.0|0|MAXUS|2021.0|10|0.5346575342465753|No revisado|0|C|0.0||Divorciado
117|2024-10-11 00:00:00.000|2024-09-24 00:00:00.000|83.0|0|TOYOTA|2024.0|0|1.100643|No revisado|0|B|0.0|1.0|Casada
118|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|0|HYUNDAI|2012.0|0|0.6051369863013698|No revisado|0|D|3.0||Divorciado/a
119|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|94.0|0|TOYOTA|2024.0|5|0.7185616438356164|No revisado|0|B|0.0||Divorciado/a
120|2024-10-11 00:00:00.000|2024-09-30 00:00:00.000|85.0|0|CHEVROLET|2015.0|0|0.6442622950819672|No revisado|0|C|1.0||Casada/o
121|2024-10-11 00:00:00.000|2024-10-02 00:00:00.000|74.0|0|JAC|2020.0|0|0.8058904109589041|Descartado|0|A|999.0||Casada/o
122|2024-10-11 00:00:00.000|2024-10-03 00:00:00.000|74.0|0|JAC|2020.0|0|0.8058904109589041|No revisado|0|B|0.0||Divorciado/a
123|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|85.0|0|HYUNDAI|2018.0|5|1.1102459016393442|No revisado|0|C|2.0||Casada
124|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|90.0|0|HYUNDAI|2019.0|5|0.9324657534246577|No revisado|0|A|0.0||Casada/o
125|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|CITROEN|2015.0|3|0.6286885245901639|No revisado|0|E|0.0||Divorciado/a
126|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|94.0|1|TOYOTA|2023.0|10|1.6867305061559508|Descartado|0|E|2.0||Divorciado
127|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000||0|VOLARE|2021.0|0|1.0304794520547944|No revisado|0|E|0.0||Divorciado
128|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|TOYOTA|2022.0|10|1.988630136986301|Descartado|0|C|0.0||Casada/o
129|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|90.0|0|CHERY|2025.0|3|0.6819583972602739|No revisado|0|C|1.0||Soltero/a
130|2024-10-11 00:00:00.000|2024-10-06 00:00:00.000|69.0|0|SKODA|2021.0|3|0.6156164383561643|No revisado|0|C|2.0|1.0|Divorciado/a
131|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000||0|CHANGAN|2018.0|10|0.8471311475409836|No revisado|0|A|999.0||Casada
132|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|RENAULT|2022.0|5|0.7864754098360655|Descartado|0|E|||Divorciado/a
133|2024-10-11 00:00:00.000|2024-10-04 00:00:00.000|95.0|0|CHEVROLET|2022.0|5|0.8860479452054794|No revisado|0|C|0.0|2.0|Soltero/a
134|2024-10-11 00:00:00.000|2024-10-06 00:00:00.000|69.0|0|NISSAN|2022.0|5|0.8608071135430916|No revisado|0|D|0.0||Divorciado/a
135|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|1|NISSAN|2019.0|0|0.8030136986301369|Descartado|0|C|1.0||Soltero/a
136|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|94.0|0|TOYOTA|2022.0|5|0.8872950819672131|No revisado|0|D|0.0||Casada
137|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|96.0|0|KIA|2024.0|5|0.6302054794520547|Descartado|0|C|0.0|1.0|Soltero/a
138|2024-10-11 00:00:00.000|2024-10-02 00:00:00.000|90.0|0|MG|2022.0|10|0.558904109589041|No revisado|0|B|||Casada
139|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|85.0|0|MERCEDES BENZ|2008.0|0|0.304931506849315|No revisado|0|A|1.0||Divorciado/a
140|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|90.0|0|AUDI|2016.0|3|1.29986301369863|Descartado|0|B|1.0||Divorciado
141|2024-10-11 00:00:00.000|2024-10-03 00:00:00.000|74.0|0|SKODA|2019.0|0|0.3708791208791208|Descartado|0|B|1.0||Divorciado/a
142|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|94.0|0|TOYOTA|2007.0|3|1.0479508196721312|No revisado|0|B|0.0||Soltero/a
143|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|74.0|0|TOYOTA|2019.0|0|1.313934426229508|No revisado|0|C||1.0|Casada
144|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|TOYOTA|2018.0|5|0.6422131147540983|Descartado|0|E|3.0||Divorciado
145|2024-10-11 00:00:00.000|2024-08-02 00:00:00.000|3.0|0|NISSAN|2021.0|10|1.5786301369863012|No revisado|0|B|1.0||Casada/o
146|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|90.0|0|MITSUBISHI|2024.0|10|0.912311901504788|No revisado|0|B|3.0||Soltero/a
147|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|69.0|0|SUBARU|2006.0|10|0.5272602739726027|No revisado|0|E|0.0||Casada/o
148|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|74.0|0|CHEVROLET|2017.0|3|0.4557534246575342|No revisado|0|D|0.0|1.0|Casada/o
149|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|94.0|0|TOYOTA|2024.0|3|0.7493844049247605|No revisado|0|C|1.0||Divorciado/a
150|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|69.0|0|SUZUKI|2015.0|0|0.4693150684931506|Descartado|0|B|||Divorciado/a
151|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|94.0|0||2024.0|3|0.739329685362517|No revisado|0|A|0.0|1.0|Casada/o
152|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|96.0|0|SUZUKI|2022.0|5|0.6764383561643835|No revisado|0|D|0.0||Soltero/a
153|2024-10-11 00:00:00.000|2024-10-08 00:00:00.000|3.0|0|SUZUKI|2020.0|10|0.6840163934426229|No revisado|0|A|||Casada/o
154|2024-10-11 00:00:00.000|2024-08-20 00:00:00.000|96.0|0|MAZDA|2023.0|10|1.1004787961696305|No revisado|0|C|3.0||Casada
155|2024-10-11 00:00:00.000|2024-09-27 00:00:00.000|95.0|0|VOLKSWAGEN|2021.0|5|0.5552054794520547|No revisado|0|B|0.0||Casada/o
156|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|95.0|0|TOYOTA|2022.0|3|0.6063611491108071|Descartado|0|C|0.0||Divorciado/a
157|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|85.0|0|MERCEDES BENZ|2008.0|0|0.7964383561643835|Descartado|0|E|0.0||Divorciado/a
158|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|96.0|0|SUZUKI|2024.0|5|0.5237671232876712|Descartado|0|D|999.0||Divorciado
159|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|83.0|1|FORD|2023.0|3|1.1227397260273972|Descartado|0|C|||Divorciado
160|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|74.0|0|CHERY|2021.0|10|0.7417808219178083|No revisado|0|B|1.0||Casada/o
161|2024-10-11 00:00:00.000|2024-10-05 00:00:00.000|69.0|0|KIA|2016.0|5|0.3887671232876712|Descartado|0|D|0.0||Soltero/a
162|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|74.0|0|VOLKSWAGEN|2017.0|3|0.417945205479452|No revisado|0|A|1.0||Divorciado/a
163|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|85.0|0|MERCEDES BENZ|2008.0|0|0.5717213114754098|Descartado|0|D|1.0||Casada/o
164|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|3.0|0|MERCEDES BENZ||0|1.6913934426229509|Descartado|0|C|0.0||Casada/o
165|2024-10-11 00:00:00.000|2024-10-06 00:00:00.000|3.0|0|SSANGYONG|2011.0|10|0.6745901639344262|Descartado|0|E|1.0||Casada/o
166|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|3.0|0|MG|2023.0|10|0.5569469835466179|Descartado|0|E|0.0||Casada/o
167|2024-10-11 00:00:00.000|2024-10-09 00:00:00.000|85.0|0|JORCKA|2020.0|0|0.2413934426229508|Descartado|0|C|3.0||Soltero/a
168|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|85.0|0|HINO|2022.0|5|1.1810958904109587|Descartado|0|B|0.0||Casada
169|2024-10-11 00:00:00.000||96.0|0|HONDA|2023.0|10|1.2077868852459015|No revisado|0|C|0.0||Casada/o
170|2024-10-11 00:00:00.000|2024-10-10 00:00:00.000|95.0|0|HYUNDAI|2022.0|5|0.7254098360655737|No revisado|0|C|0.0||Casada/o
171|2024-10-11 00:00:00.000|2024-10-08 00:00:00.000|74.0|0|FORD|2016.0|3|0.581917808219178|Descartado|0|B|1.0|1.0|Casada/o
172|2024-10-11 00:00:00.000|2024-10-07 00:00:00.000|3.0|0|CHEVROLET|2017.0|10|0.3615875912408759|No revisado|0|E|3.0||Divorciado/a
173|2024-10-11 00:00:00.000|2024-10-11 00:00:00.000|74.0|0|FIAT|2017.0|3|0.5717213114754098|No revisado|0|A|0.0|2.0|Casada/o
